scheme,event_id,visa_fee_schedule,cf_fee_id,description,billing_cycle,uom,recovery,product,rate_currency,rate,old_invoice_type,old_service_code_id_or_vi_billing_level,old_service_code_description_or_vi_billing_level,comment_or_actions,edit_table,new_fee_guide_type,new_section_name_level_1,new_subsection_name_level_2
VI,3F3519700,Processing Business Unit,OCT CLEAR&SETTL,CREDIT ORIGINAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516720,Processing Business Unit,OCT CLEAR&SETTL,CREDIT ORIGINAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516721,Non-Regulated Business Unit,OCT CLEAR&SETTL,NON EEA CREDIT ORIGINAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516722,Non-Regulated Business Unit,OCT CLEAR&SETTL,NON EEA CREDIT ORIGINAL - INTRA REGIONAL SWISS,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0.05,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,NON_SALE_FEES,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3B1103143,Scheme Business Unit,OCT QTLY,Visa Direct Transactions OCT Non-Money Transfer Dom (eff to 30Jun20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,40.392,Scheme Business Unit,Quarterly Operating Certificate Fee Component,Visa Direct Transactions,Replaced by 3CSF02950,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Acquirer Visa Direct Transactions
VI,3B1103144,Scheme Business Unit,OCT QTLY,Visa Direct Transactions OCT Non-Money Transfer Intra (eff to 30Jun20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,70.532,Scheme Business Unit,Quarterly Operating Certificate Fee Component,Visa Direct Transactions,Replaced by 3CSF02955,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Acquirer Visa Direct Transactions
VI,3B1103145,Non-Regulated Business Unit,OCT QTLY,Visa Direct Transactions OCT Non-Money Transfer Inter (eff to 30Jun20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,#N/A,tbc,Non-Regulated Business Unit,Quarterly Operating Certificate Fee Component,Visa Direct Transactions,Replaced by 3CSF02960,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Acquirer Visa Direct Transactions
VI,3CSF02950,Non-Regulated Business unit,OCT QTLY,ACQ Card Service Fee - Visa Direct Transactions OCT Non-Money Transfer Dom (eff from 1Jul20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0,Non-Regulated Business unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Visa Direct Transactions,,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Visa Direct Transactions
VI,3CSF02955,Non-Regulated Business unit,OCT QTLY,ACQ Card Service Fee - Visa Direct Transactions OCT Non-Money Transfer Intra (eff from 01Jul20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,0,Non-Regulated Business unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Visa Direct Transactions,,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Visa Direct Transactions
VI,3CSF02960,Non-Regulated Business unit,OCT QTLY,ACQ Card Service Fee - Visa Direct Transactions OCT Non-Money Transfer Inter (eff to 01Jul20),Quarterly,Per Tx (PPT) ,Non-Sale,ACQ,#N/A,tbc,Non-Regulated Business unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Visa Direct Transactions,,NON_SALE_FEES,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Visa Direct Transactions
VI,3M6120010,"Scheme Business Unit, Non-Regulated Business Unit",VROL ACCESS ,VROL ACCESS FEE (SINGLE ORG),Monthly,Fixed,Non-Sale,ACQ,EUR,0.01586667,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3Z9903750,Scheme Business Unit,CHB-Unsercure FRD,UNSECURE KEY ENTERED FRAUD CHARGEBACK FEE,Ad Hoc Chargeback Related,Per Tx (PPT) ,Non-Sale Excluded,ACQ,EUR,12,Scheme Business Unit,Optional Services,Unsecure Key Entry Fraud Chargeback Fee **,,,General Fee Schedule,Behavioral Fees,Card-Not-Present (CNP) Unsecure Fraud Dispute Fee
VI,3M6142308,"Scheme Business Unit, Non-Regulated Business Unit",CHB Case Filling,VROL CASE FILING REVIEW,Ad Hoc Chargeback Related,Fixed,Pass-through CHB,ACQ,EUR,500,"Scheme Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice. This cost could have been put aside in merchant's account already of which need to be moved into Cost account on their AMS.,,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3B1103130,Not in Fee Guide,MIN DEV CONTRI Germany,GERMAN BUSINESS DEVELOPMENT CONTRIBUTION,Quarterly,Fixed,Scheme B Partial,ACQ,EUR,1000,Not in Fee Guide,Miscellaneous,0,,,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3B1103131,Not in Fee Guide,MIN MRK DEV Bulgaria,COLLECTION Q1FY20 AS PER BULGARIAN CLIENT COUNCIL TOR,Quarterly,Fixed,Scheme B Partial,ACQ,EUR,2500,Not in Fee Guide,Miscellaneous,0,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3Z9900044,Not in Fee Guide,ACQ CHP CHIP WAIVE,CHIP WAIVER REQUEST,Monthly,Fixed,TO REVIEW,ACQ,EUR,1000,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,Visa Chip Authenticate,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3Z9900051,Scheme Business Unit,ACQ-Me2Me CRX-BRD INCH,UK ME-TO-ME PAYMENT MERCHANT PROGRAM - only apply to particular merchant on the program,Annual,Fixed,TO REVIEW,ACQ,EUR,0,Scheme Business Unit,Optional Services,Cross Border Domestic Interchange Programme *,Annual Merchant Registration Fee billed in advance in September,,General Fee Schedule,Acquirer Optional Service Elements,Domestic Interchange Programmes
VI,3D2653050,Processing Business Unit,ACQ-SWITCHING,OTHER SWITCHING,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.24,Processing Business Unit,Authorization **,Switching Transactions **,,,Processing Fee Schedule,Authorization,Switching Transactions
VI,3Z9999105,Not in Fee Guide,IRF Adjust,IRF ADJUSTMENT REF A,Ad Hoc,Variable,TO REVIEW,ACQ,GBP,0.1,Not in Fee Guide,Miscellaneous,Miscellaneous ***,Interchange Adjustment,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3Z9999106,Not in Fee Guide,IRF Adjust,IRF ADJUSTMENT REF B,Ad Hoc,Variable,TO REVIEW,ACQ,EUR,3.95,Not in Fee Guide,Miscellaneous,0,Interchange Adjustment,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3D2653005,Processing Business Unit,VISA REQUESTS,VISA REQUESTS,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0,Processing Business Unit,Authorization **,Switching Transactions **,,,Processing Fee Schedule,Authorization,Switching Transactions
VI,3B1102116,"Scheme Business Unit, Non-Regulated Business Unit",ACQ VAU Subsp fee,VISA ACCOUNT UPDATER SUBSCRIPTION FEE,Monthly,Fixed,B,ACQ,EUR,3000,"Scheme Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,RECURRING TRANSACTIONS—VISA ACCOUNT UPDATER (VAU) - ACQUIRER FEE **,SA confirmed already included in our transactional fee pass through,,General Fee Schedule,Mandatory Service Components,Recurring Transactions - Visa Account Updater (VAU)
VI,3B1102148,"Scheme Business Unit, Non-Regulated Business Unit",ACQ VAU Update fee,VISA ACCOUNT UPDATER UPDATE FEE,Monthly,Per Tx (PPT) ,Pass-through,ACQ,EUR,34.02,"Scheme Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,RECURRING TRANSACTIONS—VISA ACCOUNT UPDATER (VAU) - ACQUIRER FEE **,Manually calculated and invoice by Viktorija,,General Fee Schedule,Mandatory Service Components,Recurring Transactions - Visa Account Updater (VAU)
VI,3F3519900,Non-Regulated and Processing Business Unit,ATM CLEAR,CASH ORIGINAL -  INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.4,Non-Regulated and Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3517300,Processing Business Unit,ATM CLEAR,CASH ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3617300,Processing Business Unit,ATM CLEAR,CASH ORIGINAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516730,Processing Business Unit,ATM CLEAR,CASH ORIGINAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4260460,Processing Business Unit,ATM CLEAR,CASH WITHDRAWAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4274100,Processing Business Unit,ATM CLEAR,CASH WITHDRAWAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288200,Processing Business Unit,ATM CLEAR,INTER REGIONAL CASH WITHDRAWAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.4,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3519902,Non-Regulated Business Unit,ATM CLR ACCESS FEE,CASH ORIGINAL -  INTERNATIONAL WITH ACCESS FEE NON EEA,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.4,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288204,Non-Regulated Business Unit,ATM CLR ACCESS FEE,INTER REGIONAL CASH WITHDRAWAL WITH ACCESS FEE NON EEA,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.4,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4260640,Processing Business Unit,ATM CLR Adjust,CASH WITHDRAWAL ADJUSTMENT - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288720,Processing Business Unit,ATM CLR Adjust,CASH WITHDRAWAL ADJUSTMENT - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4275140,Processing Business Unit,ATM CLR Adjust,CASH WITHDRAWAL ADJUSTMENT - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4275141,Non-Regulated Business Unit,ATM CLR Adjust,NON EEA CASH WITHDRAWAL ADJUSTMENT - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.065,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4275142,Non-Regulated Business Unit,ATM CLR Adjust,NON EEA CASH WITHDRAWAL ADJUSTMENT - INTRA REGIONAL SWISS,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.05,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3519901,Non-Regulated Business Unit,ATM CLR NO ACCESS FEE,CASH ORIGINAL WITHOUT ACCESS FEE ,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3519903,Non-Regulated Business Unit,ATM CLR NO ACCESS FEE,CASH ORIGINAL WITHOUT ACCESS FEE NON EEA,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288201,Non-Regulated Business Unit,ATM CLR NO ACCESS FEE,INTER REGIONAL CASH WITHDRAWAL WITHOUT ACCESS FEE ,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288205,Non-Regulated Business Unit,ATM CLR NO ACCESS FEE,INTER REGIONAL CASH WITHDRAWAL WITHOUT ACCESS FEE NON EEA,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3D2650517,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH BASE - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4274103,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA-REGIONAL ATM - CASH BASE - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4274105,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA-REGIONAL ATM - CASH ENHANCED - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650514,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289402,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650512,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH BASE - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650516,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289404,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650519,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH ENHANCED - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4274104,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA-REGIONAL ATM - CASH BASE - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4274106,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA-REGIONAL ATM - CASH ENHANCED - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650502,Non-Regulated Business Unit,ATM CRSS-BORD,INTER REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289501,Non-Regulated Business Unit,ATM CRSS-BORD,INTER REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650503,Non-Regulated Business Unit,ATM CRSS-BORD,INTER REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289502,Non-Regulated Business Unit,ATM CRSS-BORD,INTER REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.01,Non-Regulated Business Unit,Mandatory Service Components **,International ATM,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650513,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289401,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH BASE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650515,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4289403,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH ENHANCED,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650518,Non-Regulated Business Unit,ATM CRSS-BORD,INTRA REGIONAL ATM - CASH ENHANCED - VPAY ONLY,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.003,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4299580,Processing Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATIONINTRA VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0068,Processing Business Unit,Authorization **,Authorization - Acquirer Charges,,,Processing Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Acquirer Charges
VI,3J4299560,Processing Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION DOMESTIC VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0032,Processing Business Unit,Authorization **,Authorization - Acquirer Charges,,,Processing Fee Schedule,Authorization,Authorization - Acquirer Charges
VI,3J4299590,Processing Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION DOMESTIC NON VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0032,Processing Business Unit,Authorization **,Authorization - Acquirer Charges,,,Processing Fee Schedule,Authorization,Authorization - Acquirer Charges
VI,3J4299610,Processing Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION INTRA NON VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0068,Processing Business Unit,Authorization **,Authorization - Acquirer Charges,,,Processing Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Acquirer Charges
VI,3J4299570,Non-Regulated Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION INTER VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0425,Non-Regulated Business Unit,Authorization **,Authorization - Acquirer Charges,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Acquirer Charges
VI,3J4299581,Non-Regulated Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION NON EEA INTRA VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0425,Non-Regulated Business Unit,Authorization **,Authorization,,,General Fee Schedule,Authorization,Authorization - Acquirer Charges
VI,3J4299600,Non-Regulated Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION INTER NON VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0425,Non-Regulated Business Unit,Authorization **,Authorization - Acquirer Charges,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Acquirer Charges
VI,3J4299611,Non-Regulated Business Unit,AUTHORZ CASH,ACQUIRER AUTHORISATION NON EEA INTRA NON VISA CASH,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0425,Non-Regulated Business Unit,Authorization **,Authorization,,,General Fee Schedule,Authorization,Authorization - Acquirer Charges
VI,3F3519100,Processing Business Unit,CHB ATM Reversal,CASH CHARGEBACK REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3619100,Processing Business Unit,CHB ATM Reversal,CASH CHARGEBACK REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3521700,Processing Business Unit,CHB ATM Reversal,CASH CHARGEBACK REVERSAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3518600,Processing Business Unit,CHB ATM RPRNT REVS,CASH REPRESENTMENT REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3521200,Processing Business Unit,CHB ATM RPRNT REVS,CASH REPRESENTMENT REVERSAL - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3F3516795,Processing Business Unit,CHB ATM RPRNT REVS,CASH REPRESENTMENT REVERSAL - INTRA REGIONAL,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,1F3529090,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,-5,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,General Fee Schedule,Behavioral Fees,Behavioral Fees
VI,2F3529090,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,-5,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,4F3529090,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,-5,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
VI,5F3529090,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,-5,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,General Fee Schedule,Behavioral Fees,Special Handling Fee for Non-compliant ATM Transactions
VI,6F3529090,Non-compliance Assessments,ATM-SHF NonCompliant,Special Handing Fee Non-Complianct ATM Credit-Inter,Ad Hoc,Per Tx (PPT) ,FINE,ATM,USD,-5,0,Non-Compliance Assessments,Special Handling Fee for Non-Compliant ATM Transactions **,To review (if our fault or else) pass on if applicable. Email Compliant team (Paul Smith and Emanuel),,Billing Line from Other Region,Behavioral Fees,0
