scheme,line_id_event_id,service_code,service_code_description,cf_fee_id_,description,billing_cycle,uom,recovery,product,rate_currency,rate,invoice_type,comment_or_actions,edit_table,2022_recovery
MC,2IA3945L2,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation  Financial Inclusion Fund-MC POS Inter-Issuer Fee,Quarterly,Per Tx (%) ,B,ISS, EUR ,0.0001,,,,Not in use
MC,2IA3945L1,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation  Financial Inclusion Fund-MC POS Intra-Issuer Fee,Quarterly,Per Tx (%) ,B,ISS, EUR ,0.0001,,,,Not in use
MC,PIA3955L3,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation Fund-Mastercard Domestic ATM-ISS,Quarterly,Per Tx (%) ,B,ISS, EUR ,27.49,,,,Not in use
MC,PIA3945L3,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation Fund-Mastercard Domestic POS-ISS,Quarterly,Per Tx (%) ,B,ISS, EUR , Vary ,,,,Not in use
MC,PIA3955L1,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation Fund-Mastercard Intra ATM-ISS,Quarterly,Per Tx (%) ,B,ISS, EUR , Vary ,,,,Not in use
MC,PIA3945L1,IA,Issuer Assessment,ISS INV FND,IA ISS ASSESS - Innovation Fund-Mastercard Intra POS-ISS,Quarterly,Per Tx (%) ,B,ISS, EUR , Vary ,,,,Not in use
MC,PHZ8220,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Europe Cash Transaction,Quarterly,Q,A,ISS, EUR ,-2.84,,,,Not in use
MC,PHZ3220,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Europe Cash Volume,Quarterly,Per Tx (%) ,A,ISS, EUR , Vary ,,,,Not in use
MC,PHZ8230,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International Mastercard Processed Europe Credit Transactions,Quarterly,Q,A,ISS, EUR ,-0.02,,,,Not in use
MC,PHZ3230,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International Mastercard Processed Europe Credit Volume,Quarterly,Per Tx (%) ,A,ISS, EUR ,-7.66,,,,Not in use
MC,PHZ8211,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Europe Purchase Transactions,Quarterly,Q,A,ISS, EUR , Vary ,,,,Not in use
MC,PHZ3211,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Europe Purchase Volume,Quarterly,Per Tx (%) ,A,ISS, EUR , Vary ,,,,Not in use
MC,PHZ3360,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Non-Europe Cash Volume,Quarterly,Per Tx (%) ,A,ISS, EUR ,-0.02,,,,Not in use
MC,PHZ3351,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - International MasterCard Processed Non-Europe Purchase Volume,Quarterly,Per Tx (%) ,A,ISS, EUR ,-0.01,,,,Not in use
MC,TIAINTRAPOS,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Tran Fee MC  Maestro POS - Dom  Intra,Quarterly,Q,A,ISS, EUR ,0.0003,,,,Not in use
MC,TIAINTRA,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Transaction Fee - Dom  Intra,0,Q,A,ISS, EUR ,0.01,,,,Scheme B~
MC,TIAINTER,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Transaction Fee - Inter,0,Q,A,ISS, EUR ,0.42,,,,Scheme B~
MC,TIAINTRAATM,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Transaction Fee MC  Maestro ATM - Dom  Intra,Quarterly,Q,A,ISS, EUR ,0.0013,,,,Not in use
MC,TIAINTERPOS,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Transaction Fee MC  Maestro POS - Inter,Quarterly,Q,A,ISS, EUR ,0.27,,,,Not in use
MC,TIAINTERATM,IA,Issuer Assessment,ISS REPRT TRX,IA ISS ASSESS - Iss Reported Transaction Fee MC ATM - Inter,Quarterly,Q,A,ISS, EUR ,0.27,,,,Not in use
MC,TCC39695,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - Issuer Mastercard Volume Fee Tier,0,Per Tx (%) ,A,ISS, EUR ,0.0003,,,,Scheme B~
MC,TIDMMCMSC,IA,Issuer Assessment,ISS VOL,IA ISS ASSESS - Issuing Debit MC MC prepaid and MC debit Volume Fee,Quarterly,Per Tx (%) ,A,ISS, EUR ,0.0007,,,,Not in use
MC,TIA5343MCA,IA,Issuer Assessment,ISS MC ALERT,IA ISS ASSESS - Mastercard Alerts,Quarterly,Q,B,ISS, EUR ,300,,Discontinued event ,,Not in use
MC,TCC39755,IA,Issuer Assessment,ISS CARD FEE,IA ISS ASSESS - MasterCard Card Fees Tier,0,Q,B,ISS, EUR ,0.04,,,,Scheme B~
MC,TCC3975H,IA,Issuer Assessment,ISS CARD FEE,IA ISS ASSESS - MasterCard Card Fees Tier,Quarterly,Q,B,ISS, EUR ,0.03,,,,Not in use
MC,TIA3940MMVF,IA,Issuer Assessment,ISS MIN VOL,IA ISS ASSESS - MasterCard Issuing Purchase and Cash Minimum Volume Tier,0,Per Tx (%) ,A,ISS, EUR ,0,,,,Not in use
MC,PIA3911D3,IA,Issuer Assessment,ISS ASSESS,IA ISS ASSESS - MDF-MasterCard Debit POS Dom-ISS,Quarterly,Per Tx (%) ,A,ISS, EUR ,43.91,,,,Not in use
MC,PIA3911D1,IA,Issuer Assessment,ISS ASSESS,IA ISS ASSESS - MDF-MasterCard Debit POS Intra-ISS,Quarterly,Per Tx (%) ,A,ISS, EUR , Vary ,,,,Not in use
MC,2IA3911D3,IA,Issuer Assessment,ISS ASSESS,IA ISS ASSESS - MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Dom-ISS,Quarterly,Per Tx (%) ,A,ISS, EUR ,0.0001,,,,Not in use
MC,2IA3911D2,IA,Issuer Assessment,ISS ASSESS,IA ISS ASSESS - MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Inter-ISS,Quarterly,Per Tx (%) ,A,ISS, EUR ,0.0001,,,,Not in use
MC,2IA3911D1,IA,Issuer Assessment,ISS ASSESS,IA ISS ASSESS - MDF-MC Debit  Prepaid incl. DMC  MSI/CIR POS Intra-ISS,Quarterly,Per Tx (%) ,A,ISS, EUR ,0.0001,,,,Not in use
MC,2K01000,K3,Compliance,RISK ADMIN,Risk Management Administrative Fee,Annual,Fixed,FINE,ALL, EUR ,"2,500",Scheme,Compliance: We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,FINE
MC,2KC4043,KC,E-Commerce,CHIP WAIVER,Chip Waiver Fee EUR,0,Fixed,TO REVIEW,ACQ, EUR ,1,Stand-Alone,,,Scheme B
MC,2KE3010,KE,Implementation Service,AUTH SYS CONCT BACKUP,Acquirer Back-Up Connectivity Fee Tier 4,Weekly,Vol Tier (PPT),A,ACQ&ATM-NorPassThr, EUR ,"1,700",,Ad-hoc as a backup for a set period - to split between ATM and ACQ,,Scheme C
MC,2KE2010,KE,Implementation Service,AUTH SYS CONCT,"Acquirer Connectivity Fee Tier 4 - 10,000,001–50,000,000 clearing records previous year",0,Vol Tier (PPT),B,ALL, EUR ,"1,700",Switching,,SCHEME,Scheme B~
MC,2KE0000,KE,Implementation Service,ADJUSTMENT FOR KE,Adjustment for Service Code KE,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"1,125",,Investigate which progam and passthrough or allocate to correct product,,Adj
MC,2EQ5602,KE,Implementation Service,IMPLM-PROJ,Implementation - Hardware Site Move Parallel,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"10,000",Switching,Investigate which progam and passthrough or allocate to correct product,,Not in use
MC,2EQ5117,KE,Implementation Service,IMPLM-PROJ,Implementation Fee,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"10,000",Stand-Alone,Investigate which progam and passthrough or allocate to correct product,Pass-through,Scheme B~
MC,2KE3002,KE,Implementation Service,AUTH SYS CONCT BACKUP - ISS fee,Issuer Back-Up Connectivity Fee Tier 1,Weekly,Vol Tier (PPT),A,ISS, EUR ,450,,Ad-hoc as a backup for a set period,,Scheme B~
MC,2KE2002,KE,Implementation Service,AUTH SYS CONCT - ISS fee,Issuer Connectivity Fee Tier 1,0,Vol Tier (PPT),A,ISS, EUR ,450,Switching,,,Scheme B~
MC,2KE6000,KE,Implementation Service,MDES PROJECT,Mastercard Digital Enablement Services (MDES),Monthly,Variable,Implemt-Proj,ACQ, EUR ,"15,000",Stand-Alone,Investigate which progam and passthrough or allocate to correct product,Pass-through,Not in use
MC,2EQ5600,KE,Implementation Service,IMPLM-PROJ,New Hardware Installation,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"60,000",Switching,Investigate which progam and passthrough or allocate to correct product,,Not in use
MC,2MK5045,KF,Funding,ACQ MDF,ACQ Market Dev Fund Germany,0,Per Tx (%) ,B,ACQ, EUR ,0.0001,Scheme,,SCHEME,Scheme A~
MC,2KF1100,KF,Funding,ACQ MDF,ECOM FUNDING,0,Per Tx (%) ,B,ACQ, EUR ,0.001,Scheme,,SCHEME,Scheme A~
MC,2KF000S,KF,Funding,ACQ MDF,MRK-INN DEV FUND Adjustment,Quarterly,Per Tx (%) ,B,ACQ, EUR , Vary ,Scheme,Adjustment of 2KF1100,SCHEME,Not in use
MC,2KF1022,KF,Funding,MIN MRK-INN DEV BG,MRK-INN DEV FUND Minimum Contribution for Bulgaria Min €10K,Annual,Fixed,Scheme B Partial,ACQ, EUR ,"9,969.42",Scheme,,,Not in use
MC,2EC5050,KF,Funding,STRATEGY FD,Strategy Program (Second 150 Members)  Current ID  2EC5050  efft until 28Nov20,Annual,Vol Tier (PPT),PrincipalOther,ALL, EUR ,"9,000",,Annual - November fee - Advance Nov-Oct,,Not in use
MC,2FL5001,KL,License,ADD-BIN ASSIGNMT,Additional BIN Assignment,Ad Hoc,Fixed,TO REVIEW,ALL, EUR ,"2,000",,Investigate which progam and passthrough or allocate to correct product,,Not in use
MC,2FL5002,KL,License,ADD-ICA ASSIGNMT,Additional ICA Assignment,Ad Hoc,Fixed,A,ALL, EUR ,"5,000",,Investigate which progam and passthrough or allocate to correct product,,Scheme B~
MC,2KL000S,KL,License,Licn App fee 2 parts,Adjustment for Service Code KL - 2KL2000,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"25,000",Scheme,Investigate which progam and passthrough or allocate to correct product,,Not in use
MC,2FL5026,KL,License,ISS LICENSE,KL LICENSE - Variance Request Fee,Ad Hoc,Fixed,TO REVIEW,ISS, EUR ,"1,500",,Investigate which progam and passthrough or allocate to correct product,,Scheme B~
MC,2FL5003,KL,License,MTHLY BIN - ISS Fee,Monthly BIN Management Fee,Monthly,Fixed,A,ISS, EUR ,25,Scheme,Investigate which progam and passthrough or allocate to correct product,,Scheme B~
MC,2FL5072,KL,License,ICA/BIN Transfer,Portfolio Sale Fee,Ad Hoc,Variable,Implemt-Proj,ALL, EUR ,"1,800",,Investigate which progam and passthrough or allocate to correct product,,Scheme B~
MC,2FL5503,KL,License,QTLY LOW USE - ISS Fee,Quarterly BIN Low Usage Fee,Quarterly,Fixed,TO REVIEW,ISS, EUR ,"2,500",Scheme,Investigate which progam and passthrough or allocate to correct product,,Scheme B~
MC,2EQ5400,KN,Key Management Services,KEY MANGMT,KN KEY Mang - Key Management Services Residency,Weekly,Q,B,ALL, EUR ,7.5,,,,Not in use
MC,2EQ5001,KN,Key Management Services,KEY MANGMT,KN KEY Mang - Stand-In Integrity Fee,Ad Hoc,Q,Behavr-Integrity,ALL, EUR ,"2,500",,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2KY2100,KY,Academy,ACADEMY ON WEB,ACADEMY ON WEB,0,Fixed,PrincipalOther,ALL, EUR ,950,Stand-Alone,,SCHEME,Scheme C
MC,2L12000S,L1,Settlement - Acquirer Maestro/Cirrus POS,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Dom,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0.0001,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Scheme A~
MC,2L12200S,L1,Settlement - Acquirer Maestro/Cirrus POS,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Inter,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0.0002,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Not in use
MC,2L12100,L1,Settlement - Acquirer Maestro/Cirrus POS,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Intl,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0.0005,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Scheme B~
MC,2L12100S,L1,Settlement - Acquirer Maestro/Cirrus POS,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Intra,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Scheme A~
MC,2L32200S,L3,Settlement - Acquirer MasterCard,ACQ CP-PROMOF,ACQ Innovation Fund - Various,Quarterly,Per Tx (%) ,B,ACQ, EUR ,0,Scheme,2L32200S,SCHEME,Scheme A~
MC,2L32100,L3,Settlement - Acquirer MasterCard,ACQ CP-PROMOF,ACQ Innovation Fund - Various,Quarterly,Per Tx (%) ,B,ACQ, EUR ,0.0001,Scheme,2L32100,SCHEME,Scheme A~
MC,2L32000,L3,Settlement - Acquirer MasterCard,ACQ INNVF,ACQ Innovation Fund - Various,Quarterly,Per Tx (%) ,B,ACQ, EUR ,0.0001,Scheme,2L32000,SCHEME,Scheme A~
MC,2AE49113PMC ,L3,Settlement - Acquirer MasterCard,ACQ INNVF,ACQ Innovation Fund- Poland,Quarterly,Per Tx (%) ,B,ACQ,#N/A,#N/A,Scheme,2AE49113PMC ,SCHEME,Not in use
MC,TAE4911015 ,L3,Settlement - Acquirer MasterCard,ACQ MDF,ACQ Market Dev fund - PL,Quarterly,Per Tx (%) ,B,ACQ,#N/A,#N/A,Scheme,TAE4911015 ,SCHEME,Not in use
MC,2L32000S,L3,Settlement - Acquirer MasterCard,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- MasterCard Dom,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Scheme A~
MC,2L32100S,L3,Settlement - Acquirer MasterCard,CA-MRK FND Adjust,CA- Local Marketing Funds  Development Fees- MasterCard Inter,Quarterly,Per Tx (PPT) ,B,ACQ, EUR ,0,Scheme,"Adjust country specific to Central ACQ - Market Dev, Innv, Acceptance Funds, etc",SCHEME,Scheme B~
MC,2LG501INF,LG,Funds - Acquirer,ACQ INNVF,ACQ Innovation Fund - ES/LU/HU/FR,0,Per Tx (%) ,B,ACQ, EUR ,0.0001,Scheme,,SCHEME,Scheme A~
MC,2LG501BLR,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev Fund Dom Bulgaria/Portugal,Monthly,Per Tx (%) ,B,ACQ, EUR ,0.0015,Scheme,Coverred under2L32000&2L322000&2L32000S&2L32200S,SCHEME,Not in use
MC,2LG701BLR2,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev Fund Dom POS Cyprus,Monthly,Per Tx (%) ,B,ACQ, EUR ,0.0004,Scheme,,SCHEME,Not in use
MC,2LG701CS2,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev Fund Inter POS Cyprus,0,Per Tx (%) ,B,ACQ, EUR ,0.0004,Scheme,,SCHEME,Ignore
MC,2LG501CS,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev Fund Inter POS HU/PT/BG,Monthly,Per Tx (%) ,B,ACQ, EUR ,0.0015,Scheme,,SCHEME,Not in use
MC,2LG701INTR2,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev Fund Intra POS Cyprus,0,Per Tx (%) ,B,ACQ, EUR ,0.0004,Scheme,,SCHEME,Ignore
MC,2LG501INTRA,LG,Funds - Acquirer,ACQ MDF,ACQ Market Dev fund POS Bulgaria Intra,0,Per Tx (%) ,B,ACQ, EUR ,0.0015,Scheme,,SCHEME,Not in use
MC,TLN1001,LN,Location Services,LOCTN SRV,Location Services Program Fee,0,Fixed,B,ACQ, USD ,600,Stand-Alone,,SCHEME,Scheme B
MC,2LY61061,LY,Clearing Other - Acquirer,CHB CLEAR ARB,CHB Intra&Inter Arbitration Clearing,Ad Hoc,Vol Tier (PPT),Non-Sale,ACQ, EUR ,0.0025,Switching,Chargeback related,NON_SALE_FEES,Not in use
MC,2LY61051,LY,Clearing Other - Acquirer,CHB CLEAR,Clearing Acq POS - First Chargeback Intra&Inter,Weekly,Vol Tier (PPT),Non-Sale,ACQ, EUR ,0.0025,Switching,Chargeback related,NON_SALE_FEES,Scheme A~
MC,2LY61071,LY,Clearing Other - Acquirer,CHB CLEAR RPSNT,Clearing Acq POS - Second Presentment Intra&Inter,Weekly,Vol Tier (PPT),Non-Sale,ACQ, EUR ,0.0075,Switching,Chargeback related,NON_SALE_FEES,Scheme A~
MC,2LY81051,LY,Clearing Other - Acquirer,CHB CLEAR,Clearing Inter-Regional Maestro/Cirrus Acquirer POS - First Chargeback,Ad Hoc,Fixed,Non-Sale,ACQ, EUR ,0.0025,,Chargeback related,NON_SALE_FEES,Not in use
MC,2LY2600,LY,Clearing Other - Acquirer,ACQ NO UCAF,"E-Commerce Development Fee—Acquiring No UCAF Domestic excl UK,Gi and IE",0,Per Tx (%) ,B,ACQ, EUR ,0.0005,Scheme,Accruals will stop for the E-Commerce Development Fee (EDF) Billing Events as of 1 July 2022,SCHEME,Scheme A~
MC,2LY7102,LY,Clearing Other - Acquirer,MULTI-CCY SETTMT Non-Regnl,Multi-Ccy Settl Inter Txns w/ non Regional Ccys,0,Per Tx (%) ,B,ACQ&ATM, EUR ,0.0013,,,,Scheme B~
MC,2LY7104,LY,Clearing Other - Acquirer,MULTI-CCY SETTMT Non-Regnl,Multi-Ccy Settl Intra  Dom Txns w/ non Regional Ccys,0,Per Tx (%) ,B,ACQ&ATM, EUR ,0.0003,,,,Scheme B~
MC,2LZ61052,LZ,Clearing Other - Issuer,CLR ISS 1st CHB,LZ CLR-ISS - Clearing Dom/Intra/Inter MasterCard Issuer POS - First Chargeback,Ad Hoc,Per Tx (%) ,B,ISS, EUR ,0.003,,Chargeback related,NON_SALE_FEES,Not in use
MC,2LZ4500,LZ,Clearing Other - Issuer,ECOM DEV ISS MRCH UCAF,LZ CLR-ISS - E-Commerce Development Fee - Issuing Merchant UCAF Dom/Intra/Inter,Weekly,Per Tx (%) ,B,ISS, EUR ,0.0001,,Accruals will stop for the E-Commerce Development Fee (EDF) Billing Events as of 1 July 2022,,Not in use
MC,2MC1801,MC,Member Card Program,EXCEPT PROCS,MC CardProg - MasterCard Exception Processing Fee,Ad Hoc,Q,Implemt-Proj,ALL, USD ,"5,000",,Investigate which progam and passthrough or allocate to correct product,,Not in use
MC,TNB0015,ML,MasterCard On-Line,MATCH INQRY QTLY ,MATCH Inquiry Fee,0,Vol Tier (PPT),B,ACQ, USD ,0.25,Scheme,,SCHEME,Scheme B
MC,2NB00011,ML,MasterCard On-Line,MATCH-MOST,Member Alert To Control High-Risk/MOST Quarterly Fee,Quarterly,Fixed,B,ACQ, USD ,"1,250",Scheme,Accrue:  Quarterly in arrears,SCHEME,Scheme B
MC,2NB0016,ML,MasterCard On-Line,MATCH QTLY API,Quarterly API Fee,0,Fixed,C,ALL, USD ,500,Scheme,,SCHEME,Scheme B
MC,2MS2420,MS,MasterCom,CHB - MASTERCOM ADMIN,Administrative Fee for case filling on MasterCom payable by party found responsible for fees,Ad Hoc,Fixed,Non-Sale,ALL, EUR ,250,Stand-Alone,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice,,Non Sales
MC,2MS2550,MS,MasterCom,CHB - Case Withdrawal,Case Withdrawal Fee,Ad Hoc,Fixed,Non-Sale Excluded,ALL, EUR ,150,Stand-Alone,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice,,Non Sales
MC,2MS2400,MS,MasterCom,CHB - FILLING,Filing Fee,Ad Hoc,Fixed,Non-Sale Excluded,ALL, EUR ,150,Stand-Alone,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice,,Non Sales
MC,2MS3501,MS,MasterCom,CHB Exces page,MasterCom Chargeback Excessive Page,Ad Hoc,Fixed,Non-Sale Excluded,ACQ, EUR ,1,Stand-Alone,Chargeback related,,Non Sales
MC,2MS2430,MS,MasterCom,CHB-ARBIT PROCS,Mastercom Processing Fee - Arbitration,Ad Hoc,Fixed,Non-Sale,ALL, EUR ,20,Stand-Alone,Chargeback related,,Non Sales
MC,2MS2610,MS,MasterCom,CHB-PREARB HOSTED,Pre-Arbitration Hosted Fee,Ad Hoc,Fixed,Non-Sale,ALL, EUR ,9.5,Stand-Alone,Chargeback related,,Non Sales
MC,2MS2601,MS,MasterCom,CHB-PREARB REC,Pre-Arbitration-Receiver,Ad Hoc,Fixed,Non-Sale Excluded,ALL, EUR ,5,Stand-Alone,Chargeback related,,Non Sales
MC,2MS2410,MS,MasterCom,CHB - TECHN Violation,Technical Violation Fee,Ad Hoc,Fixed,FINE,ALL, EUR ,100,Stand-Alone,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice,,FINE
MC,2MS2405,MS,MasterCom,CHB - UK FILLING,UK Domestic Filing Fee,Ad Hoc,Fixed,Non-Sale Excluded,ALL, EUR ,200,Stand-Alone,Dispute Fee to pass on to merchant: Contact Gosia in Dispute team for Merchant ID with Case ID in invoice,,Non Sales
MC,2MS5341,MW,MasterCom,CHB Doc trx fee,Chargeback Support Documentation Transaction Fee,Ad Hoc,Per Tx (PPT) ,Non-Sale Excluded,ACQ, EUR ,0.45,Stand-Alone,Chargeback related,,Non Sales
MC,TMS5331,MW,MasterCom,CHB Doc value fee,Chargeback Support Documentation Transaction Value Tier,Ad Hoc,Vol Tier (PPT),Non-Sale Excluded,ACQ, EUR ,0.0095,Stand-Alone,Chargeback related,,Non Sales
MC,TMS2228,MW,MasterCom,CHB PROLICENSE,CHB - Pro License Tier CHB APP,0,Fixed,Non-Sale,ACQ, EUR ,"1,550",Stand-Alone,,NON_SALE_FEES,Scheme A~
MC,TMS1999,MW,MasterCom,CHB - HOSTED PARTCIP,Hosted Participation Tier Fee,Ad Hoc,Q,Non-Sale,ALL, EUR ,25,,Dispute Fee to pass on to merchant: Contact Gosian in Dispute team for Merchant ID with Case ID in invoice,,Scheme B~
MC,TMS2229,MW,MasterCom,MASTERCOM,MasterCom Claims Manager Tier,0,Vol Tier (PPT),Non-Sale,ACQ, EUR ,3.05,Stand-Alone,,NON_SALE_FEES,Non Sales
MC,2MS1997,MW,MasterCom,CHB - MasterCom Hosted,MasterCom Hosted,Ad Hoc,Q,Non-Sale Excluded,ALL, EUR ,9.5,,Dispute Fee to pass on to merchant: Contact Gosian in Dispute team for Merchant ID with Case ID in invoice,,Scheme A~
MC,2MS1311,MW,MasterCom,CHB - Copy Request,Retrieval Request Transaction Fee MasterCard,Ad Hoc,Fixed,Non-Sale,ACQ, EUR ,1.3,Stand-Alone,Chargeback related,NON_SALE_FEES,Non Sales
MC,2MS2530,MZ,MasterCom - Dispute,CHB - DISPUTE DEBIT,Dispute Amount Debit,Ad Hoc,,Non-Sale,ALL, USD ,  ,,Dispute Fee to pass on to merchant: Contact Gosian in Dispute team for Merchant ID with Case ID in invoice,,Not in use
MC,2NA1301,NC,Non-MasterCard Auth MasterCard ATM,ATM AUTH NON-MC pay later,Authorization Non-MasterCard Pay Later ATM Acquirer,0,Per Tx (PPT) ,TO REVIEW,ATM, EUR ,0.3,,,,Scheme B~
MC,2MI3001,OS,Investment Fees,MERCH INVESTMT,OS Investm - Merchant Investment Fee Chargeback International,Weekly,Per Tx (%) ,B,ISS, EUR ,-0.0002,,,,Not in use
MC,2MI1001,OS,Investment Fees,MERCH INVESTMT,OS Investm - Merchant Investment Fee Purchase International,0,Per Tx (%) ,B,ISS, EUR ,0.0002,,,,Scheme B~
MC,2MI1050,OS,Investment Fees,MERCH INVESTMT,OS Investm - Merchant Investment Fee Unique International,0,Per Tx (%) ,B,ISS, EUR ,0.0002,,,,Scheme B~
MC,2PI2001Q,P1,Acquirer Processing Integrity,FN AUTH INTGRT <€12,Final Authorization Not Meeting Necessary Requirement trx <€12 - Transaction,Weekly,Per Tx (PPT) ,Behavr-Integrity,ACQ, EUR ,0.03,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2001A,P1,Acquirer Processing Integrity,FN AUTH INTGRT >=€12,Final Authorization Not Meeting Necessary Requirement trx >=€12 Value,Weekly,Per Tx (%) ,Behavr-Integrity,ACQ, EUR ,0.0025,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2009,P4,Weekly,INTEGR-MESS ERROR,Acquirer Processing Integrity - MESSAGE ERROR ,Weekly,Per Tx (PPT) ,Behavr-Integrity,ACQ, EUR ,0.04,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2002Q,P4,Acquirer Processing Integrity,UNDEFINED with FIN AUTH INTGRT,Acquirer Processing Integrity - UNDEFINED FIN AUTH INTGRT,Weekly,Per Tx (PPT) ,Behavr-Integrity,ACQ, EUR ,0.01,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2003A,P4,Acquirer Processing Integrity,UNDEFINED without FIN AUTH INTGRT,Acquirer Processing Integrity - Undefined without Final Authorization Characteristics,Weekly,Per Tx (%) ,Behavr-Integrity,ACQ&ATM, EUR ,0.0025,,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2003Q,P4,Acquirer Processing Integrity,UNDEFINED without FIN AUTH INTGRT,Acquirer Processing Integrity - Undefined without Final Authorization Characteristics,Weekly,Q,Behavr-Integrity,ACQ&ATM, EUR ,0.03,,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2010,P4,Acquirer Processing Integrity,EXCESSIVE AUTH ATTEMPT,Transaction Processing Excellence-Excessive Authorization Attempts,Weekly,Q,Behavr-Integrity,ACQ&ATM, EUR ,0.5,,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2PI2011,P4,Acquirer Processing Integrity,NOMNL AMT AUTH,Transaction Processing Excellence-Nominal Amount Authorizations,Weekly,Per Tx (PPT) ,Behavr-Integrity,ACQ, EUR ,0.05,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
