scheme,billing_line,description,recovery_2020,recovery_2021,recovery_2023,last_seen,is_acquiring
VI,3F4020030,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F4020014,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F4020032,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F4020022,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F4020067,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F4020019,0,TO REVIEW,Not included,Not included,2023-01-01,N
VI,3F3523600,RETURNED ITEMS CREDIT - RC 'AD',TO REVIEW,Not included,Not included,2023-01-01,N
MC,2A81000S,MC ACAMS Risk Assmnt  Principal,Not Included,Scheme B,A,2022-10-09,Y
MC,2A81050S,Mastercard ACAMS Risk Assessment  Affiliate Fee,Not Included,Scheme B,A,2022-10-09,Y
MC,2AB1000A,Authorization Issuer Processing Fee,Not Included,Scheme A,A,2022-01-27,Y
MC,2AE49401BWD,Belgium Market Development Fund ACQ - Intra,B,Not included,A,2023-01-29,Y
MC,2AE49402BWD,Belgium Market Development Fund ACQ - Inter,B,Not included,A,2023-01-29,Y
MC,2AE49403BWD,Belgium Market Development  Fund ACQ - Domestic,B,Not included,A,2023-01-29,Y
MC,2AE9001,MasterCard Volume Fee Adjustment - Central Acq - Dom Purchase,A,Scheme A,A,2020-02-29,Y
MC,2AE9002,MasterCard Volume Fee Adjustment - Central Acq - Dom Cash,B,Scheme A,A,2022-11-27,N
MC,2AE9003,MasterCard Volume Fee Adjustment - Central Acq - Intra Purchase,A,Scheme A,A,2022-11-27,Y
MC,2AE9004,MasterCard Volume Fee Adjustment - Central Acq - Intra Cash,B,Scheme A,A,2022-11-27,N
MC,2AE9005,MasterCard Volume Fee Adjustment - Central Acq - Inter Purchase,A,Scheme A,A,2022-11-27,Y
MC,2AE9006,MasterCard Volume Fee Adjustment - Central Acq - Inter Cash,B,Scheme A,A,2022-11-27,N
MC,2AE9008,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Dom Cash,A,Scheme A,A,2022-11-27,N
MC,2AE9010,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Intra Cash,A,Scheme A,A,2022-11-27,N
MC,2AE9012,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Inter Cash,Not Included,Not included,A,2022-11-27,N
MC,2AE9090,MasterCard Reported Transaction Fee Adjustment - Central Acq - Dom,A,Scheme A,A,2022-11-27,Y
MC,2AE9091,MasterCard Reported Transaction Fee Adjustment - Central Acq - Intra,A,Scheme A,A,2022-11-27,Y
MC,2AE9092,MasterCard Reported Transaction Fee Adjustment - Central Acq - Inter,A,Scheme A,A,2022-11-27,Y
MC,2AE9093,Maestro Reported Transaction Fee Adjustment - Central Acq - Dom,A,Scheme A,A,2022-11-27,Y
MC,2AE9094,Maestro Reported Transaction Fee Adjustment - Central Acq - Intra,A,Scheme A,A,2022-11-27,Y
MC,2AE9095,Maestro Reported Transaction Fee Adjustment - Central Acq - Inter,A,Not included,A,2022-11-27,Y
MC,2BK0011,Mastercard Authorization Simulator Professional License,Not Included,Scheme B,B,2022-07-31,N
MC,2BK0013,Mastercard Authorization Simulator Professional Maintenance,PrincipalOther,Scheme B,B,2023-01-29,Y
MC,2BK0020,Mastercard Clearing Presentment Simulator MCPS License Fee,Not Included,Scheme B,B,2022-07-31,N
MC,2BK0022,Mastercard Clearing Presentment Simulator Maintenance Fee,PrincipalOther,Scheme B,B,2023-01-29,Y
MC,2BK0033,Debit Professional Maintenance,PrincipalOther,Scheme B,B,2023-01-29,Y
MC,2DC000V,Adjustment for Service Code DC,Not Included,Not included,B,2022-08-14,Y
MC,2DN1001,Acq Cross Border Maestro/Cirrus ATM Intra - GBR,A,Scheme A,A,2023-01-29,Y
MC,2DN1400,Acq Cross Border Maestro/Cirrus POS Inter  - GBR,A,Scheme A,A,2023-01-29,Y
MC,2DN1401,Acq Cross Border Maestro/Cirrus ATM Intra - GBR,A,Not included,A,2023-01-29,Y
MC,2DN1500,Acq Cross Border Mastercard POS Intra - EST,A,Scheme A,A,2023-01-29,Y
MC,2DN1501,Acq Cross Border Mastercard ATM Intra - GBR,A,Not included,A,2023-01-29,Y
MC,2DN1800,Acq Cross Border Mastercard POS Intra - LUX,A,Scheme A,A,2023-01-29,Y
MC,2DN1801,Acq Cross Border Mastercard ATM Intra - GBR,A,Not included,A,2023-01-29,Y
MC,2DN2500,DMC-Acq Cross Border Mastercard POS Inter,A,Scheme A,A,2020-01-26,Y
MC,2EA1009M,Acquirer Authorization Domestic/Intra-Europe Reversal,A,Scheme A,A,2023-01-29,Y
MC,2EA1009Q,Acquirer Authorization Domestic/Intra-Europe Reversal,A,Scheme A,A,2023-01-15,Y
MC,2EA1116,Account Status Inquiry Service Fee Domestic,A,Scheme A,C,2023-01-29,Y
MC,2EA1126,MasterCard PreAuth - GBR,Not Included,Scheme A,A,2023-01-15,Y
MC,2EA1126P,MasterCard PreAuth,Not Included,Scheme A,C,2023-01-29,Y
MC,2EA1156,Acquirer Authorization Maestro/Cirrus,A,Scheme A,A,2023-01-29,Y
MC,2EA1166,Acquirer Authorization MasterCard,A,Scheme A,A,2023-01-29,Y
MC,2EA1166Q,Acquirer Authorization Mastercard,A,Scheme A,A,2023-01-29,Y
MC,2EA1246,Authorization Acquirer Exemption Indicator Fee,A,Scheme A,C,2023-01-29,Y
MC,2EA1723,CVC 2 - Acquirer Fee,Not Included,Scheme A,A,2023-01-29,Y
MC,2EA1800,Expired Card Blocking Set - Up Fee,Not Included,Not included,A,2022-03-27,N
MC,2EA1805,Expired Card Blocking Residency Fee,Not Included,Not included,A,2022-10-09,N
MC,2EA2009M,Acquirer Authorization Interregional Reversal,A,Scheme A,A,2023-01-29,Y
MC,2EA2206,Authorization Maestro/Cirrus ATM On-behalf,Not Included,Scheme A,A,2023-01-29,N
MC,2EA2306,Authorization Mastercard ATM On-behalf,Not Included,Scheme A,A,2023-01-29,N
MC,2EA3006,AVS Service Request,B,Scheme A,A,2023-01-29,Y
MC,2EA3201Q,Dual Message Merchant Advice Code 01,Not Included,Not included,C,2023-01-29,Y
MC,2EE000P,Adjustment for Service Code EE,Not Included,Not included,A,2022-08-21,N
MC,2EK000P,Adjustment for Service Code EK,Not Included,Not included,A,2022-08-21,N
MC,2EL12401HF,Acquirer Second Presentment Administration Fee,Non-Sale,Non Sales,D,2023-01-29,Y
MC,2EL12401PF,Acquirer Second Presentment Administration Processing Fee,Non-Sale,Non Sales,D,2023-01-29,Y
MC,2EL12401RHF,Acquirer Second Presentment Administration Fee Reversal,Non-Sale,Not included,C,2022-09-25,N
MC,2EL45031HF,Acquirer Chargeback Dispute Administration Fee,Non-Sale,Non Sales,D,2023-01-29,Y
MC,2EL45031RHF,Acquirer Chargeback Dispute Administration Fee Reversal,Non-Sale,Non Sales,C,2023-01-22,Y
MC,2EL60031,Clearing Intra-European MasterCard Acquirer - Credit/Refund,A,Scheme B,A,2023-01-29,Y
MC,2EQ5117,Implementation Fee,Implemt-Proj,Not included,B,2023-01-29,Y
MC,2EURMVFD,MVF Differential,Not Included,Scheme B,C,2022-11-06,Y
MC,2F98000,Strategy Program Next 150 Customers,PrincipalOther,Scheme B,B,2022-11-27,Y
MC,2FB0000,Billing Adjustment for Service Code FB,Not Included,Not included,C,2022-08-21,Y
MC,2FB1000,Service Provider Registration/Renewal Fee,Pass-through SerReg,Scheme B,C,2022-12-25,Y
MC,2FL5003,Monthly BIN Management Fee,A,Not included,B,2020-01-19,N
MC,2FL5026,Variance Request Fee,Not Included,Not included,B,2020-02-16,Y
MC,2FM1611,Sign-In Issuer Processing Fee,Implemt-Proj,Not included,B,2020-02-16,N
MC,2FM1612,Sign-Out Issuer Processing Fee,Implemt-Proj,Not included,B,2022-10-16,N
MC,2FM1642,Network Connections Status Echo Test,Implemt-Proj,Not included,B,2022-10-23,N
MC,2FM1658,MIP Transaction Blocking-Full BIN Block-Maintenance,Implemt-Proj,Not included,E,2020-12-27,N
MC,2FM1659,MIP Transaction Blocking-Full BIN Block-Residency,B,Not included,E,2022-10-09,N
MC,2FS000P,Adjustment for Service Code FS,Not Included,Not included,B,2022-08-21,Y
MC,2FT12401,File Transmission Fee Second Presentments,Non-Sale,Scheme B,B,2023-01-01,Y
MC,2FT14421,File Transmission Fee Chargebacks,Non-Sale,Scheme B,B,2023-01-01,Y
MC,2FT17401,File Transmission Fee Collection - Sender,A,Scheme B,B,2023-01-01,Y
MC,2FT17402,File Transmission Fee Collection - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT2001,File Transmission Fee First Presentments,A,Scheme B,B,2023-01-01,Y
MC,2FT6402,File Transmission Fee File Currency Update - Receiver,A,Not included,B,2023-01-01,Y
MC,2FT6802,File Transmission Fee File Currency Summary - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT6852,File Transmission Fee Financial Position Detail - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT6882,File Transmission Fee Settlement Position Detail - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT6912,File Transmission Fee Message Exception - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT6952,File Transmission Fee File Trailer - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FT6972,File Transmission Fee File Header - Receiver,A,Scheme B,B,2023-01-01,Y
MC,2FU000P,Adjustment for Service Code FU,Not Included,Not included,B,2022-08-21,N
MC,2GB2001,Global Wholesale Program - MasterCard Acquirer,Not Included,Scheme B,A,2023-01-29,Y
MC,2GB2001S,Global Wholesale Program - MasterCard Acquirer,Not Included,Scheme B,C,2023-01-29,Y
MC,2GC1030,ATM Program Support Fee Maestro/Cirrus,B,Not included,A,2023-01-29,Y
MC,2GC1031,ATM Program Support Fee MCC/DMC,B,Not included,A,2023-01-29,Y
MC,2GC1032,ATM Program Support Fee Maestro/Cirrus Intra,B,Not included,A,2023-01-29,Y
MC,2GC1033,ATM Program Support Fee MasterCard Intra,B,Not included,A,2023-01-29,Y
MC,2GC1034,ATM Program Support Fee Maestro/Cirrus Domestic,B,Not included,A,2023-01-29,Y
MC,2GC1034WVR,ATM Program Support Fee Maestro/Cirrus Domestic Waiver,B,Not included,A,2023-01-29,Y
MC,2GC1035,ATM Program Support Fee MasterCard Domestic,B,Not included,A,2023-01-29,Y
MC,2GC1422,Data Element Fee GCMS ATM,B,Not included,A,2023-01-29,N
MC,2GC1901,Card Not Present Fee,A,Scheme A,A,2023-01-29,Y
MC,2GC1911,Mail Order-Telephone Order Fee,A,Scheme A,A,2023-01-29,Y
MC,2GC69121FNS,Acquirer Ineligible Chargeback Blocking Fees,Non-Sale Excluded,Scheme A,C,2022-12-11,Y
MC,2GC8015,Acquirer Currency Matching Fee - CP,A,Not included,A,2020-01-26,N
MC,2GC8025,Acquirer Currency Matching Fee - CNP,A,Scheme A,C,2023-01-29,Y
MC,2GH000S,Adjustment for Service Code GH,Not Included,Not included,A,2022-08-21,Y
MC,2GZ000P,GCMS Processed Message Reject Fee,Not Included,Not included,C,2022-09-04,Y
MC,2HN8341,EMV Acquirer Enablement Fee,Terminal without EMV,Scheme A,C,2023-01-29,N
MC,2K01000,Risk Management Administrative Fee,FINE,Not included,C,2022-12-25,Y
MC,2KC4043,Chip Waiver Fee EUR,Not Included,Scheme B,C,2023-01-18,Y
MC,2KE2002,Issuer Connectivity Fee Tier 1,A,Not included,B,2022-12-18,Y
MC,2KE2010,Acquirer Connectivity Fee Tier 4,B,Scheme B,B,2022-12-18,Y
MC,2KE3002,Issuer Back-Up Connectivity Fee Tier 1,A,Not included,B,2022-12-18,Y
MC,2KE3010,Acquirer Back-Up Connectivity Fee Tier 4,A,Scheme B,B,2022-12-18,Y
MC,2KY2100,Academy on the Web Subscription Fee,PrincipalOther,Scheme C,B,2023-01-29,Y
MC,2L12000,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Domestic,Not Included,Not included,A,2023-01-29,N
MC,2L12100,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Intl,B,Market Dev,A,2023-01-29,Y
MC,2L32000,CA- Local Marketing Funds  Development Fees- MasterCard Domestic,B,Scheme B,A,2023-01-29,Y
MC,2L32100,CA- Local Marketing Funds  Development Fees- MasterCard International,Not Included,Scheme B,A,2023-01-29,Y
MC,2L32100S,CA- Local Marketing Funds  Development Fees- MasterCard Inter,B,Scheme B,A,2020-01-26,Y
MC,2LG501INF,Innovation Fund - MasterCard POS Domestic - ESP,B,Scheme B,B,2020-01-26,Y
MC,2LN0000,Adjustment for Service Code LN,Not Included,Not included,B,2022-12-25,Y
MC,2LY2600,E-Commerce Development Fee - Acquiring No UCAF Domestic,B,Not included,D,2020-01-26,Y
MC,2LY60051,Clearing Intra-European MasterCard Acquirer ATM - First Chargeback,Non-sale,Non Sales,D,2023-01-29,N
MC,2LY61051,Clearing Intra-European MasterCard Acquirer POS - First Chargeback,Non-Sale,Non Sales,D,2023-01-29,Y
MC,2LY61071,Clearing Inter-Regional MasterCard Acquirer POS - Second Presentment,Non-Sale,Non Sales,A,2022-10-23,Y
MC,2LY7102,Multi-Ccy Settl Inter Txns w/ non Regional Ccys,B,Not included,D,2023-01-29,N
MC,2LY7104,Multi-Ccy Settl Intra  Dom Txns w/ non Regional Ccys,B,Not included,D,2023-01-29,N
MC,2LY80051,Clearing Intra-European Maestro/Cirrus Acquirer ATM - First Chargeback,Not Included,Not included,D,2022-07-31,N
MC,2MS2405,UK Domestic Filing Fee,Non-Sale Excluded,Non Sales,D,2022-12-31,Y
MC,2MS2410,Technical Violation Fee,FINE,Not included,D,2022-11-30,Y
MC,2MS2420,Administrative Fee,Non-Sale,Non Sales,D,2022-11-30,Y
MC,2MS2430,Mastercom Processing Fee - Arbitration,Non-Sale,Non Sales,D,2023-01-31,Y
MC,2MS2550,Case Withdrawal  Accept Fee,Non-Sale Excluded,Non Sales,D,2023-01-31,Y
MC,2MS2601,Pre-Arbitration-Issuer,Non-Sale Excluded,Non Sales,D,2023-01-31,Y
MC,2MS3501,MasterCom Chargeback Excessive Page,Non-Sale Excluded,Non Sales,D,2023-01-31,Y
MC,2MS5341,Chargeback Support Documentation Transaction Fee,Non-Sale Excluded,Non Sales,D,2023-01-31,Y
MC,2MS6341,Debit Chargeback Support Documentation Transaction Fee,Not Included,Non Sales,D,2022-12-31,Y
MC,2MW000V,Adjustment Event for MW Service Code,Not Included,Not included,D,2022-12-11,Y
MC,2NA1101,Authorization Non-MasterCard Pay Now ATM Acquirer,Not Included,Not included,C,2023-01-29,N
MC,2NA1301,Authorization Non-MasterCard Pay Later ATM Acquirer,B,Not included,C,2023-01-29,N
MC,2NB00011,Member Alert To Control High-Risk/MOST Quarterly Fee,B,Scheme B,B,2022-12-18,Y
MC,2NB0016,Quarterly API Fee,C,Scheme B,B,2023-01-08,Y
MC,2P1000S,Adjustment for Service Code P1,B,Scheme B,C,2022-03-06,Y
MC,2P7BP08A,No Authentication - Approved,Not Included,Not included,C,2023-01-29,Y
MC,2P7BP08D,No Authentication - Declined,Not Included,Not included,C,2023-01-29,Y
MC,2PI2001A,Final Authorization Not Meeting Necessary Requirement,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PI2001Q,Final Authorization Not Meeting Necessary Requirement,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PI2002Q,Undefined with Final Authorization Characteristics,Behavr-Integrity,Scheme B,C,2022-08-21,Y
MC,2PI2003A,Undefined without Final Authorization Characteristics,Behavr-Integrity,Scheme B,C,2020-03-29,N
MC,2PI2009,Processing Integrity Fee-Message Format Error,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PI2010,Transaction Processing Excellence-Excessive Authorization Attempts,Behavr-Integrity,Scheme B,C,2023-01-29,N
MC,2PI2011,Transaction Processing Excellence-Nominal Amount Authorizations,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PI2012,Transaction Processing Excellence-PSD2 Keyed Card-Present Transaction,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PI2013,Transaction Processing Excellence-Chip Transaction Without CVM,Not Included,Scheme B,C,2023-01-15,Y
MC,2PI2014,Transaction Processing Excellence-Acquirer Merchant Advice Code,Behavr-Integrity,Scheme B,C,2023-01-29,Y
MC,2PN7171,Settlement Failure Fee,FINE,Not included,C,2020-01-12,Y
MC,2PN7181,Interest on Failed Settlement,FINE,Not included,C,2020-01-12,Y
MC,2QI0000,Adjustment for Service Code QI,Not Included,Scheme B,C,2022-03-06,Y
MC,2RP000P,Adjustment for Service Code RP,Not Included,Scheme B,B,2022-08-28,Y
MC,2RP000V,Adjustment for Service Code RP,Not Included,Scheme B,B,2022-11-20,Y
MC,2RP1661,Risk Acquirer Loss Data,Non-Sale,Scheme B,B,2023-01-08,Y
MC,2RP1663B1,RSKF ACQUIRER DAILY,Non-Sale,Scheme B,B,2023-01-08,Y
MC,2RP2676P,Monthly Affiliates Report -Issuers/BINS Report Switching,A,Scheme B,B,2023-01-08,Y
MC,2RP2676S,Monthly Affiliates Report - Issuers/BINS Report Scheme,A,Scheme B,B,2022-11-06,Y
MC,2S90000,Adjustment Event for S9 Service Code,A,Not included,C,2022-10-16,Y
MC,2S9NONRPT,Cyber Secure Non-Reporting Fee,B,Scheme B,C,2023-01-29,Y
MC,2SC000V,Adjustment for Service Code SC,FINE,Not included,C,2022-12-25,Y
MC,2SC1333,Merchant Registration Program,Pass-through HR,Scheme B,F,2023-01-08,Y
MC,2SC1906,Monthly Issuer Fraud and Loss Database Fee,A,Scheme B,E,2023-01-01,Y
MC,2SC1907,Monthly Acquirer Fraud and Loss Database Fee,B,Scheme B,C,2023-01-01,Y
MC,2ST6113T,Transfer Agent Advisement Fee -Fax/SWIFT/Email,B,Scheme B,B,2023-01-22,Y
MC,2ST6114T,Settlement Service Participation Fee - Intra Currency,B,Scheme B,B,2023-01-22,Y
MC,2ST6117T,Settlement Service Participation Fee - USD Regional,B,Scheme B,B,2023-01-22,Y
MC,2ST6118T,Settlement Service Participation Fee - Non-USD Regional,B,Scheme B,B,2023-01-22,Y
MC,2UT5164,ATM - Locator Acquirer - Cirrus,B,Not included,E,2022-10-30,N
MC,2UT5199,Fixed Telecom,B,Not included,E,2022-10-30,N
MC,2YA0000,Adjustment for Service Code YA,A,Scheme A,C,2020-08-23,Y
MC,2YA2800,Authentication Quarterly Fixed - Acquirer,B,Scheme A,C,2023-01-01,Y
MC,2YA2807,EMV 3DS - Acquiring Authentication Fee - Nonrecurring Cap - Dom,Not Included,Not included,C,2023-01-01,Y
MC,2YA2899,3DS1 Only Program Fee - Acquirer,B,Scheme A,C,2022-03-06,Y
MC,2YI2800,Authentication Quarterly Fixed - Issuer,A,Not included,E,2022-09-04,Y
MC,2YI2802,Stand-In Risk Based Authentication,A,Not included,E,2023-01-01,Y
MC,2YI2803,Stand-In Authentication,A,Not included,E,2020-01-05,Y
MC,TAATMMDF,Acquirer Mastercard  Maestro/Cirrus MDF - Dom  Intl ATM,B,Scheme A,A,2023-01-29,N
MC,TACQLICVOLE,Recurring License Fee-Acquirer,B,Scheme B,B,2023-01-29,Y
MC,TADMC,Acquirer Mastercard Debit Volume Fee Tier,A,Scheme A,A,2023-01-29,Y
MC,TADMMCMSC,Acquiring MC Debit MC and Maestro/Cirrus Volume Fee,B,Scheme A,A,2023-01-29,N
MC,TAE49405FRA,FRA MasterCard Contactless Development Fee - ACQ,B,Not included,A,2023-01-29,Y
MC,TAE49405NLD,Acceptance Development Fee Tier - Netherlands,B,Scheme A,A,2020-10-25,Y
MC,TAE4940MMVF,MasterCard  Acquring Purchase and Cash Minimum Volume Tier,A,Scheme A,A,2023-01-29,Y
MC,TAEINTER,Acq Reported Transaction Fee - Inter,A,Scheme A,A,2023-01-29,Y
MC,TAEINTERATM,Acq Reported Transaction Fee MC Debit and Maestro ATM - Inter,B,Not included,A,2023-01-29,Y
MC,TAEINTRA2,Acq Reported Transaction Fee ATM - Dom  Intra,A,Scheme A,A,2023-01-29,Y
MC,TAEINTRAATM,Acq Reported Transaction Fee MC DMC  Maestro ATM - Dom  Intra,B,Scheme A,A,2023-01-29,N
MC,TAJ3004,Enhanced DCC Compliance Program,B,Scheme B,B,2022-10-23,Y
MC,TAJ3008,DCC Performance Rewards Framework,B,Scheme B,B,2022-10-23,Y
MC,TAMCC,Acq Mastercard Credit Volume Fee,A,Scheme A,A,2023-01-29,Y
MC,TAMCPAMDF,Acquirer Mastercard Market Development Fund,B,Scheme B,A,2023-01-29,Y
MC,TAMSIPAMDF,Acquirer Maestro/Cirrus Market Development Fund,B,Scheme A,A,2023-01-29,Y
MC,TBU6600,ABU Issuer Record Fee,B,Not included,C,2020-01-12,N
MC,TBU6609,ABU Acquirer Bulk File  API Merchant Updates,Pass-through ABU,Scheme B,C,2023-01-08,Y
MC,TCC39675,Acquirer MasterCard Volume Fee Tier,A,Scheme A,A,2023-01-29,Y
MC,TCC39695,Issuer Mastercard Volume Fee Tier,A,Not included,E,2020-01-26,N
MC,TCC39715,Acquirer Maestro/Cirrus Volume Fee Tier,A,Scheme A,A,2023-01-29,Y
MC,TCC39755,MasterCard Card Fees Tier,B,Not included,E,2020-01-26,N
MC,TDC0100,Data Integrity Monitoring Program,Behavr-Integrity,Scheme B,C,2022-10-30,Y
MC,TEAT599CP,Auth Domestic and Intra POS/ATM Micro Tier,A,Not included,A,2020-01-26,N
MC,TEAT599CQ,Auth Domestic and Intra POS/ATM Mid Tier,A,Not included,A,2022-12-18,N
MC,TEAT599CS,Auth Domestic and Intra POS/ATM Max Tier,A,Not included,A,2020-01-26,N
MC,TEAT7995,Auth Inter-Regional POS / ATM Tier,A,Not included,A,2023-01-29,N
MC,TEL00125,Clearing Acq Inter Tier GBR,A,Scheme A,A,2023-01-29,Y
MC,TEL001457H,Clearing Acq Inter Tier CZE,A,Scheme A,A,2023-01-29,Y
MC,TEL00145CP,Clearing Acq Dom and Intra Micro Tier DEU,A,Scheme A,A,2023-01-29,Y
MC,TEL00145CQ,Clearing Acq Dom and Intra Mid Tier GBR,A,Scheme A,A,2023-01-29,Y
MC,TEL00145CR,Clearing Acq Dom and Intra Macro Tier GBR,A,Scheme A,A,2023-01-29,Y
MC,TEL00145CS,Clearing Acq Dom and Intra Max Tier GBR,A,Scheme A,A,2023-01-29,Y
MC,TEL00225,Clearing Iss Inter Tier GBR,A,Not included,A,2023-01-15,Y
MC,TEL00245CP,Clearing Iss Dom and Intra Micro Tier GBR,B,Not included,E,2022-08-21,Y
MC,TEL00245CQ,Clearing Iss Dom and Intra Mid Tier GBR,B,Not included,E,2022-12-04,Y
MC,TEL00245CR,Clearing Iss Dom and Intra Macro Tier GBR,A,Not included,E,2023-01-29,Y
MC,TEL00245CS,Clearing Iss Dom and Intra Max Tier GBR,A,Not included,E,2023-01-22,Y
MC,TEL0A1457Q,Clearing Acq ATM Dom and Intra Mid Tier SVK,A,Scheme A,A,2023-01-29,N
MC,TEL0A1457R,Clearing Acq ATM Dom and Intra Macro Tier SVK,A,Scheme A,A,2023-01-29,N
MC,TEL0A1457S,Clearing Acq ATM Dom and Intra Max Tier SVK,A,Scheme A,A,2023-01-29,N
MC,TELA00125,Clearing Acq Inter Tier Discount GBR,A,Scheme A,A,2023-01-29,Y
MC,TELA00145CP,Clearing Acq Dom and Intra Micro Tier Discount IRL,A,Scheme A,A,2023-01-29,Y
MC,TELA00145CQ,Clearing Acq Dom and Intra Mid Tier Discount GBR,A,Scheme A,A,2023-01-29,Y
MC,TELA00145CR,Clearing Acq Dom and Intra Macro Tier Discount GBR,A,Scheme A,A,2023-01-29,Y
MC,TELA00145CS,Clearing Acq Dom and Intra Max Tier Discount GBR,A,Scheme A,A,2023-01-29,Y
MC,TELCMD145H,Clearing Acq Debit Mastercard/Maestro/Cirrus Inter Tier CYP,A,Scheme A,A,2023-01-29,Y
MC,TELCMD145P,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Micro Tier CYP,A,Scheme A,A,2020-02-16,Y
MC,TELCMD145Q,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Mid Tier CYP,A,Scheme A,A,2023-01-29,Y
MC,TELCMD145R,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Macro Tier CYP,A,Scheme A,A,2023-01-29,Y
MC,TELCMD145S,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Max Tier CYP,A,Scheme A,A,2022-10-30,Y
MC,TELMCC145H,Clearing Acq Mastercard Credit Inter Tier CYP,A,Scheme A,A,2023-01-29,Y
MC,TELMCC145P,Clearing Acq Mastercard Credit Dom and Intra Micro Tier CYP,A,Scheme A,A,2023-01-22,Y
MC,TELMCC145Q,Clearing Acq Mastercard Credit Dom and Intra Mid Tier MLT,A,Scheme A,A,2023-01-29,Y
MC,TELMCC145R,Clearing Acq Mastercard Credit Dom and Intra Macro Tier CYP,A,Scheme A,A,2023-01-29,Y
MC,TELMCC145S,Clearing Acq Mastercard Credit Dom and Intra Max Tier CYP,A,Scheme A,A,2023-01-22,Y
MC,TGC5001,GCMS Processed Message Rejects,C,Scheme B,C,2023-01-29,Y
MC,TIAINTER,Iss Reported Transaction Fee - Inter,A,Not included,E,2020-01-26,N
MC,TIAINTRA,Iss Reported Transaction Fee - Dom  Intra,A,Not included,E,2020-01-26,N
MC,TISSLICVOLE,Recurring License Fee-Issuer,A,Scheme B,B,2023-01-29,Y
MC,TLN1001,Location Services Program Fee,B,Scheme B,B,2023-01-29,Y
MC,TMS2228,Pro License Tier,Non-Sale,Non Sales,D,2023-01-31,Y
MC,TMS2229,MasterCom Claims Manager Tier,Non-Sale,Non Sales,D,2023-01-31,Y
MC,TMS5331,Chargeback Support Documentation Transaction Value Tier,Non-Sale Excluded,Non Sales,D,2023-01-31,Y
MC,TMS6331,Debit Chargeback Support Documentation Transaction Value Tier,Not Included,Not included,D,2022-12-31,Y
MC,TNB0015,MATCH Inquiry Fee,B,Scheme B,B,2023-01-08,Y
MC,TPK1000,Portfolio Analytics Info Pack,PrincipalOther,Scheme B,B,2023-01-29,Y
MC,TPK8000,Mastercard Market Trends,Not Included,Not included,B,2023-01-29,N
MC,TRP1011B,Acquirer Interchange Detail Report IP755020 - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP1012B,Acquirer Clearing Detail Report IP755120 - Bulk,B,Scheme B,B,2023-01-29,Y
MC,TRP1841B,Interchange Fee Acq Adjustment Detail FC.ACQ.ADJUSTMENT - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP1842B,Interchange Compliance Acq Adjustment Summary FC210010-AA - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP2216B,Clearing Cycle Acknowledgement  IP727010-AA - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP2217B,Clearing Cycle Notification  IP727020-AA - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP2218B,Clearing Cycle Summary  IP728010-AA - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP2219B,Global Clearing Management System Report IP857010-AA - Bulk,C,Scheme B,B,2023-01-29,Y
MC,TRP2222B,GCMS Trans/CB Life Cycle Vol Analysis - Acq IP776010-AA - Bulk,C,Not included,B,2023-01-01,Y
MC,TRP2224B,GCMS Trans/CB Life Cycle Vol Analysis - Tot IP776010-CC - Bulk,C,Not included,B,2023-01-01,Y
MC,TRP2225B,GCMS Chargeback Activity Summary - Acquirer IP776020-AA - Bulk,C,Not included,B,2023-01-01,Y
MC,TRP2227B,GCMS Chargeback Activity Summary - Total IP776020-CC - Bulk,C,Not included,B,2023-01-01,Y
MC,TRP2228B,GCMS Dollar/Volume Summary - Acquirer IP776030-AA - Bulk,C,Not included,B,2023-01-01,Y
